,Aprašymas,Buto nuoroda,Buto kaina,Plotas,Širdutės,Skelbimo data,Koregavimo data,Perziurejo skelbimą,Kambarių skaičius,Aukštas,Viso aukštų,Statybos metai,Pastato tipas,Šildymas,Įrengimas,Nauja statyba,Rajonas,Kainauzkvadrata
739," Kalnėnai, Albanų g., 3 kambarių butas",www.aruodas.lt/1-3015285,105000,63.5,16,2021-03-25,2021-03-29,1,3,1,2,2021,Mūrinis,Dujinis,Dalinė apdaila ,Nauja statyba,Kalnėnai,1653.5433070866143
740," Naujininkai, Panevėžio g., 3 kambarių butas",www.aruodas.lt/1-2990907,115200,64.0,14,2021-03-25,2021-03-25,1,3,2,4,2021,Monolitinis,"Elektra, kita",Dalinė apdaila ,Nauja statyba,Naujininkai,1800.0
741," Naujininkai, Panevėžio g., 2 kambarių butas",www.aruodas.lt/1-2996683,86400,48.0,10,2021-03-25,2021-03-25,1,2,1,1,2021,Monolitinis,Kita,Dalinė apdaila ,Nauja statyba,Naujininkai,1800.0
742," Naujininkai, Panevėžio g., 2 kambarių butas",www.aruodas.lt/1-3011331,93599,48.0,6,2021-03-25,2021-03-25,1,2,2,4,2021,Monolitinis,Kita,Dalinė apdaila ,Nauja statyba,Naujininkai,1949.9791666666667
743," Justiniškės, Rygos g., 3 kambarių butas",www.aruodas.lt/1-3015275,94000,62.0,22,2021-03-25,2021-04-07,1,3,1,9,2021,Mūrinis,Centrinis kolektorinis,Įrengtas,Nauja statyba,Justiniškės,1516.1290322580646
744," Pašilaičiai, Pavilnionių g., 2 kambarių butas",www.aruodas.lt/1-3015255,74000,32.64,68,2021-03-25,2021-03-31,1,2,2,7,2016,Blokinis,Centrinis kolektorinis,Įrengtas,Sena statyba,Pašilaičiai,2267.156862745098
745," Naujamiestis, Savanorių pr., 2 kambarių butas",www.aruodas.lt/1-2996953,67500,46.0,71,2021-03-25,2021-03-28,1,2,1,5,1960,Blokinis,Centrinis,Įrengtas,Sena statyba,Naujamiestis,1467.391304347826
746," Justiniškės, Rygos g., 3 kambarių butas",www.aruodas.lt/1-3009581,79900,62.0,23,2021-03-25,2021-03-28,1,3,1,9,1984,Blokinis,Centrinis,Įrengtas,Sena statyba,Justiniškės,1288.7096774193549
747," Antakalnis, Žirgo g., 2 kambarių butas",www.aruodas.lt/1-3015109,124900,58.03,25,2021-03-25,2021-04-05,1,2,2,6,1996,Mūrinis,Centrinis,Įrengtas,Sena statyba,Antakalnis,2152.3349991383766
748," Pilaitė, Bitėnų g., 2 kambarių butas",www.aruodas.lt/1-3011145,107000,46.55,12,2021-03-24,2021-03-24,1,2,5,5,2021,Mūrinis,Centrinis kolektorinis,Įrengtas,Nauja statyba,Pilaitė,2298.603651987111
749," Pilaitė, Bitėnų g., 3 kambarių butas",www.aruodas.lt/1-2990101,108000,52.44,34,2021-03-24,2021-03-31,1,3,4,5,2021,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Pilaitė,2059.496567505721
750," Pašilaičiai, Girulių g., 2 kambarių butas",www.aruodas.lt/1-3015061,100000,62.26,23,2021-03-24,2021-03-30,1,2,3,9,2007,Mūrinis,Centrinis kolektorinis,Įrengtas,Sena statyba,Pašilaičiai,1606.1676839062
751," Balsiai, Sakališkių g., 2 kambarių butas",www.aruodas.lt/1-3012583,35000,48.0,9,2021-03-24,2021-03-30,1,2,2,2,1962,Mūrinis,"Elektra, kietu kuru",Neįrengtas     ,Sena statyba,Balsiai,729.1666666666666
752," Naujamiestis, Vytenio g., 3 kambarių butas",www.aruodas.lt/1-3014935,114900,49.15,13,2021-03-24,2021-04-07,1,3,2,4,2020,Mūrinis,Dujinis,Įrengtas,Nauja statyba,Naujamiestis,2337.7416073245167
753," Naujamiestis, Vytenio g., 2 kambarių butas",www.aruodas.lt/1-2995019,110900,51.28,22,2021-02-02,2021-04-07,1,2,2,4,2020,Mūrinis,Dujinis,Įrengtas,Nauja statyba,Naujamiestis,2162.6365054602184
754," Naujamiestis, Vytenio g., 3 kambarių butas",www.aruodas.lt/1-3014933,99900,49.15,6,2021-03-24,2021-03-24,1,3,2,4,2020,Mūrinis,Dujinis,Dalinė apdaila ,Nauja statyba,Naujamiestis,2032.5534079348931
755," Naujamiestis, Vytenio g., 2 kambarių butas",www.aruodas.lt/1-3014929,75900,37.41,12,2021-03-24,2021-03-24,1,2,2,4,2020,Mūrinis,Dujinis,Dalinė apdaila ,Nauja statyba,Naujamiestis,2028.8692862870892
756," Naujamiestis, Vytenio g., 2 kambarių butas",www.aruodas.lt/1-3014927,99900,54.77,10,2021-03-24,2021-03-24,1,2,2,4,2020,Mūrinis,Dujinis,Dalinė apdaila ,Nauja statyba,Naujamiestis,1823.9912360781448
757," Naujamiestis, Vytenio g., 2 kambarių butas",www.aruodas.lt/1-3014925,96900,51.28,7,2021-03-24,2021-03-24,1,2,2,4,2020,Mūrinis,Dujinis,Dalinė apdaila ,Nauja statyba,Naujamiestis,1889.6255850234008
758," Lazdynai, Architektų g., 3 kambarių butas",www.aruodas.lt/1-3014923,83700,62.5,9,2021-03-24,2021-03-24,1,3,12,12,1972,Mūrinis,Centrinis,Įrengtas,Sena statyba,Lazdynai,1339.2
759," Antakalnis, Pylimėlių g., 3 kambarių butas",www.aruodas.lt/1-2906287,117000,66.53,40,2021-03-24,2021-03-24,1,3,1,3,2019,Mūrinis,Dujinis,Dalinė apdaila ,Nauja statyba,Antakalnis,1758.6051405381031
761," Naujamiestis, Žemaitės g., 2 kambarių butas",www.aruodas.lt/1-3014821,92000,50.8,13,2021-03-24,2021-03-24,1,2,3,5,1967,Mūrinis,Centrinis,Įrengtas,Sena statyba,Naujamiestis,1811.023622047244
762," Baltupiai, Didlaukio g., 2 kambarių butas",www.aruodas.lt/1-3012361,98179,42.52,4,2021-03-24,2021-03-24,1,2,2,5,2021,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Baltupiai,2309.0075258701786
763," Paupys, Aukštaičių g., 2 kambarių butas",www.aruodas.lt/1-3014813,92951,23.52,5,2021-03-24,2021-03-29,1,2,1,3,2021,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Paupys,3951.998299319728
764," Užupis, Aukštaičių g., 1 kambario butas",www.aruodas.lt/1-3014745,93500,23.65,17,2021-03-24,2021-03-31,1,1,1,3,2022,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Užupis,3953.4883720930234
765," Justiniškės, Mozūriškių g., 2 kambarių butas",www.aruodas.lt/1-2972163,79711,42.86,49,2021-03-24,2021-04-01,1,2,1,3,2021,Mūrinis,Dujinis,Dalinė apdaila ,Nauja statyba,Justiniškės,1859.7993467102194
766," Pašilaičiai, Leičių g., 2 kambarių butas",www.aruodas.lt/1-2999379,95000,54.03,15,2021-03-24,2021-03-24,1,2,9,9,2021,Mūrinis,Centrinis kolektorinis,Įrengtas,Nauja statyba,Pašilaičiai,1758.2824356838794
767," Justiniškės, Rygos g., 2 kambarių butas",www.aruodas.lt/1-3012643,72000,45.5,7,2021-03-24,2021-04-02,1,2,9,9,2021,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Justiniškės,1582.4175824175825
768," Šnipiškės, Kernavės g., 2 kambarių butas",www.aruodas.lt/1-3012375,100000,35.58,6,2021-03-24,2021-03-26,1,2,2,6,2021,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Šnipiškės,2810.567734682406
769," Senamiestis, Klaipėdos g., 2 kambarių butas",www.aruodas.lt/1-3009237,120000,43.62,6,2021-03-24,2021-04-01,1,2,0,3,1940,Mūrinis,Centrinis,Įrengtas,Sena statyba,Senamiestis,2751.031636863824
770," Antakalnis, V. Grybo g., 2 kambarių butas",www.aruodas.lt/1-3014697,138900,52.0,27,2021-03-24,2021-03-27,1,2,2,7,2005,Mūrinis,Centrinis kolektorinis,Įrengtas,Sena statyba,Antakalnis,2671.153846153846
771," Fabijoniškės, Salomėjos Nėries g., 2 kambarių butas",www.aruodas.lt/1-3014683,84000,50.0,23,2021-03-23,2021-04-05,1,2,4,5,1991,Blokinis,Centrinis,Įrengtas,Sena statyba,Fabijoniškės,1680.0
772," Karoliniškės, Algimanto Petro Kavoliuko g., 2 kambarių butas",www.aruodas.lt/1-3014595,78500,39.23,4,2021-03-23,2021-04-06,1,2,5,5,2021,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Karoliniškės,2001.01962783584
773," Karoliniškės, Algimanto Petro Kavoliuko g., 3 kambarių butas",www.aruodas.lt/1-3014591,115700,58.13,1,2021-03-23,2021-04-06,1,3,5,5,2021,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Karoliniškės,1990.3664200928952
774," Šeškinė, Siesikų g., 2 kambarių butas",www.aruodas.lt/1-3014505,127000,40.0,14,2021-03-23,2021-03-24,1,2,7,9,2020,Mūrinis,Centrinis kolektorinis,Įrengtas,Nauja statyba,Šeškinė,3175.0
775," Šnipiškės, Kalvarijų g., 2 kambarių butas",www.aruodas.lt/1-3014483,57000,28.11,7,2021-03-23,2021-03-23,1,2,8,9,1990,Mūrinis,Centrinis,Dalinė apdaila ,Sena statyba,Šnipiškės,2027.7481323372465
776," Šnipiškės, Kalvarijų g., 2 kambarių butas",www.aruodas.lt/1-3014481,58000,28.67,1,2021-03-23,2021-03-23,1,2,8,9,1990,Mūrinis,Centrinis,Dalinė apdaila ,Sena statyba,Šnipiškės,2023.0205790024415
777," Šnipiškės, Kalvarijų g., 2 kambarių butas",www.aruodas.lt/1-3003887,56000,27.15,16,2021-02-26,2021-03-12,1,2,8,9,1990,Mūrinis,Centrinis,Dalinė apdaila ,Sena statyba,Šnipiškės,2062.6151012891346
778," Žirmūnai, Kalvarijų g., 3 kambarių butas",www.aruodas.lt/1-3014479,82000,51.02,5,2021-03-23,2021-03-23,1,3,8,9,1990,Mūrinis,Centrinis,Dalinė apdaila ,Sena statyba,Žirmūnai,1607.2128577028616
779," Žirmūnai, Kalvarijų g., 3 kambarių butas",www.aruodas.lt/1-3014477,95000,59.43,3,2021-03-23,2021-03-23,1,3,8,9,1990,Mūrinis,Centrinis,Dalinė apdaila ,Sena statyba,Žirmūnai,1598.5192663637893
780," Šnipiškės, Kalvarijų g., 3 kambarių butas",www.aruodas.lt/1-3014473,95000,59.43,2,2021-03-23,2021-03-23,1,3,8,9,1990,Mūrinis,Centrinis,Dalinė apdaila ,Sena statyba,Šnipiškės,1598.5192663637893
781," Šnipiškės, Kalvarijų g., 2 kambarių butas",www.aruodas.lt/1-3014469,48000,25.73,5,2021-03-23,2021-03-31,1,2,8,9,1990,Mūrinis,Centrinis,Dalinė apdaila ,Sena statyba,Šnipiškės,1865.5266226195104
782," Žirmūnai, Kalvarijų g., 2 kambarių butas",www.aruodas.lt/1-3010479,48000,25.73,18,2021-03-13,2021-03-17,1,2,8,9,1990,Mūrinis,Centrinis,Dalinė apdaila ,Sena statyba,Žirmūnai,1865.5266226195104
783," Šnipiškės, Kalvarijų g., 2 kambarių butas",www.aruodas.lt/1-3002661,46000,24.83,47,2021-02-22,2021-03-12,1,2,8,9,1990,Mūrinis,Centrinis,Dalinė apdaila ,Sena statyba,Šnipiškės,1852.597664115989
784," Šnipiškės, Kalvarijų g., 3 kambarių butas",www.aruodas.lt/1-3014467,82000,51.02,1,2021-03-23,2021-03-23,1,3,8,9,1990,Mūrinis,Centrinis,Dalinė apdaila ,Sena statyba,Šnipiškės,1607.2128577028616
785," Bajorai, Fizikų g., 2 kambarių butas",www.aruodas.lt/1-3014405,112000,58.0,22,2021-03-23,2021-03-30,1,2,4,4,2008,Blokinis,Centrinis kolektorinis,Įrengtas,Sena statyba,Bajorai,1931.0344827586207
786," Fabijoniškės, Salomėjos Nėries g., 2 kambarių butas",www.aruodas.lt/1-3014369,97000,54.39,15,2021-03-23,2021-03-30,1,2,12,12,2006,Mūrinis,Centrinis kolektorinis,Įrengtas,Sena statyba,Fabijoniškės,1783.4160691303548
787," Naujamiestis, Vandentiekio g., 2 kambarių butas",www.aruodas.lt/1-3014363,80000,46.0,17,2021-03-23,2021-03-23,1,2,3,4,1960,Mūrinis,"Centrinis, centrinis kolektorinis",Įrengtas,Sena statyba,Naujamiestis,1739.1304347826087
788," Senamiestis, A. Vivulskio g., 2 kambarių butas",www.aruodas.lt/1-3014295,112000,51.0,16,2021-03-23,2021-03-25,1,2,1,5,1963,Mūrinis,Centrinis,Įrengtas,Sena statyba,Senamiestis,2196.078431372549
789," Naujamiestis, Muitinės g., 2 kambarių butas",www.aruodas.lt/1-3012897,112000,51.0,15,2021-03-19,2021-03-25,1,2,1,5,1963,Mūrinis,Centrinis,Įrengtas,Sena statyba,Naujamiestis,2196.078431372549
790," Senamiestis, M. Daukšos g., 2 kambarių butas",www.aruodas.lt/1-3014307,64080,38.2,19,2021-03-23,2021-03-26,1,2,1,2,1940,Mūrinis,Kietu kuru,Kita,Sena statyba,Senamiestis,1677.4869109947642
791," Senamiestis, M. Daukšos g., 2 kambarių butas",www.aruodas.lt/1-3014293,64320,37.63,12,2021-03-23,2021-03-23,1,2,2,2,1940,Mūrinis,Kietu kuru,Kita,Sena statyba,Senamiestis,1709.2745150146159
792," Naujininkai, Šaltkalvių g., 2 kambarių butas",www.aruodas.lt/1-3014289,74900,50.3,25,2021-03-23,2021-04-07,1,2,5,5,1973,Mūrinis,Centrinis,Įrengtas,Sena statyba,Naujininkai,1489.0656063618292
793," Pilaitė, I. Simonaitytės g., 2 kambarių butas",www.aruodas.lt/1-3014259,103000,45.36,5,2021-03-23,2021-04-07,1,2,4,6,2013,Mūrinis,Centrinis,Įrengtas,Sena statyba,Pilaitė,2270.7231040564375
794," Pašilaičiai, Laisvės pr., 3 kambarių butas",www.aruodas.lt/1-2935525,94000,66.7,31,2021-03-23,2021-03-29,1,3,5,5,1991,Blokinis,Centrinis,Įrengtas,Sena statyba,Pašilaičiai,1409.295352323838
795," Karoliniškės, Loretos Asanavičiūtės g., 3 kambarių butas",www.aruodas.lt/1-3014145,77500,62.5,10,2021-03-22,2021-03-31,1,3,12,12,1975,Blokinis,Centrinis,Įrengtas,Sena statyba,Karoliniškės,1240.0
796," Pilaitė, M. Mažvydo g., 2 kambarių butas",www.aruodas.lt/1-3014109,94900,42.0,26,2021-03-22,2021-03-28,1,2,6,7,2012,Mūrinis,Centrinis kolektorinis,Įrengtas,Sena statyba,Pilaitė,2259.5238095238096
797," Pašilaičiai, Dociškių g., 2 kambarių butas",www.aruodas.lt/1-3014085,100000,54.0,18,2021-03-22,2021-04-06,1,2,1,6,2011,Mūrinis,Centrinis kolektorinis,Įrengtas,Sena statyba,Pašilaičiai,1851.851851851852
798," Žvėrynas, Latvių g., 2 kambarių butas",www.aruodas.lt/1-3017915,105851,41.51,5,2021-03-22,2021-04-01,1,2,2,2,1940,Mūrinis,Dujinis,Įrengtas,Sena statyba,Žvėrynas,2550.0120452902916
799," Pašilaičiai, Gabijos g., 3 kambarių butas",www.aruodas.lt/1-3013961,89000,67.28,26,2021-03-22,2021-03-22,1,3,8,9,1987,Blokinis,Centrinis,Įrengtas,Sena statyba,Pašilaičiai,1322.8299643281807
800," Žirmūnai, Žvalgų g., 2 kambarių butas",www.aruodas.lt/1-3013919,96200,47.7,18,2021-03-22,2021-03-30,1,2,4,9,2021,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Žirmūnai,2016.7714884696015
801," Užupis, Žvirgždyno g., 2 kambarių butas",www.aruodas.lt/1-3013907,109900,35.0,15,2021-03-22,2021-03-30,1,2,1,2,1900,Mūrinis,Elektra,Įrengtas,Sena statyba,Užupis,3140.0
802," Justiniškės, Taikos g., 3 kambarių butas",www.aruodas.lt/1-3013901,87900,54.59,21,2021-03-22,2021-03-23,1,3,11,13,1987,Monolitinis,Centrinis,Įrengtas,Sena statyba,Justiniškės,1610.1850155706172
803," Lazdynėliai, Pakalnučių g., 2 kambarių butas",www.aruodas.lt/1-3013899,24999,30.83,23,2021-03-22,2021-04-01,1,2,1,3,1995,Mūrinis,Centrinis,Kita,Sena statyba,Lazdynėliai,810.8660395718457
804," Baltupiai, Didlaukio g., 2 kambarių butas",www.aruodas.lt/1-3012459,105284,46.17,5,2021-03-22,2021-03-23,1,2,2,5,2022,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Baltupiai,2280.35520901018
805," Trakų Vokė, E. Pliaterytės g., 2 kambarių butas",www.aruodas.lt/1-3013855,95000,64.37,8,2021-03-22,2021-03-22,1,2,1,3,2000,Mūrinis,Dujinis,Įrengtas,Sena statyba,Trakų Vokė,1475.842783905546
806," Justiniškės, Taikos g., 3 kambarių butas",www.aruodas.lt/1-3012441,113600,64.92,2,2021-03-22,2021-04-06,1,3,1,4,2019,Mūrinis,Centrinis,Dalinė apdaila ,Nauja statyba,Justiniškės,1749.8459642637092
807," Pilaitė, Karaliaučiaus g., 3 kambarių butas",www.aruodas.lt/1-3013821,135000,57.83,27,2021-03-22,2021-04-08,1,3,2,9,2014,Mūrinis,Centrinis kolektorinis,Įrengtas,Sena statyba,Pilaitė,2334.4284973197305
808," Šnipiškės, Giedraičių g., 2 kambarių butas",www.aruodas.lt/1-3013817,102400,35.3,7,2021-03-22,2021-03-22,1,2,4,6,2021,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Šnipiškės,2900.849858356941
809," Justiniškės, Taikos g., 3 kambarių butas",www.aruodas.lt/1-3013809,117000,71.03,21,2021-03-22,2021-03-22,1,3,2,9,1984,Blokinis,Centrinis kolektorinis,Įrengtas,Sena statyba,Justiniškės,1647.191327608053
810," Lazdynėliai, Jonažolių g., 2 kambarių butas",www.aruodas.lt/1-3013803,92900,41.0,18,2021-03-22,2021-03-26,1,2,3,5,2004,Mūrinis,Centrinis kolektorinis,Įrengtas,Sena statyba,Lazdynėliai,2265.8536585365855
811," Vilkpėdė, Gerosios Vilties g., 3 kambarių butas",www.aruodas.lt/1-2855649,127000,62.0,33,2021-03-22,2021-04-07,1,3,2,6,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Vilkpėdė,2048.3870967741937
812," Pilaitė, Karaliaučiaus g., 3 kambarių butas",www.aruodas.lt/1-2978885,138000,74.0,80,2021-03-22,2021-03-26,1,3,1,4,2020,Blokinis,Centrinis kolektorinis,Įrengtas,Nauja statyba,Pilaitė,1864.8648648648648
813," Šnipiškės, Kalvarijų g., 2 kambarių butas",www.aruodas.lt/1-3013681,73400,36.67,31,2021-03-22,2021-04-01,1,2,3,6,2022,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Šnipiškės,2001.6362148895555
814," Pilaitė, Bitėnų g., 3 kambarių butas",www.aruodas.lt/1-2996073,117000,55.86,36,2021-03-22,2021-03-22,1,3,3,5,2021,Mūrinis,Centrinis kolektorinis,Įrengtas,Nauja statyba,Pilaitė,2094.522019334049
815," Naujoji Vilnia, Parko g., 2 kambarių butas",www.aruodas.lt/1-3013645,43999,35.0,48,2021-03-22,2021-03-22,1,2,7,12,1980,Mūrinis,Centrinis,Įrengtas,Sena statyba,Naujoji Vilnia,1257.1142857142856
816," Pilaitė, Gilužio g., 2 kambarių butas",www.aruodas.lt/1-3013625,91000,36.32,4,2021-03-22,2021-03-22,1,2,2,3,2021,Mūrinis,Dujinis,Dalinė apdaila ,Nauja statyba,Pilaitė,2505.506607929515
817," Pilaitė, Gilužio g., 3 kambarių butas",www.aruodas.lt/1-3013623,120000,59.27,10,2021-03-22,2021-03-22,1,3,1,3,2021,Mūrinis,Dujinis,Dalinė apdaila ,Nauja statyba,Pilaitė,2024.6330352623586
818," Lazdynėliai, Lazdynėlių g., 3 kambarių butas",www.aruodas.lt/1-3013589,134000,68.85,16,2021-03-21,2021-03-23,1,3,2,4,2021,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Lazdynėliai,1946.259985475672
819," Lazdynėliai, Lazdynėlių g., 3 kambarių butas",www.aruodas.lt/1-2836767,130000,68.85,60,2021-03-01,2021-04-01,1,3,2,4,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Lazdynėliai,1888.162672476398
820," Lazdynėliai, Lazdynėlių g., 2 kambarių butas",www.aruodas.lt/1-3013587,91000,46.03,14,2021-03-21,2021-03-23,1,2,2,4,2021,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Lazdynėliai,1976.9715402998045
821," Naujoji Vilnia, A. Kojelavičiaus g., 2 kambarių butas",www.aruodas.lt/1-3013437,39000,41.81,8,2021-03-21,2021-03-21,1,2,1,2,1940,Medinis,Kietu kuru,Įrengtas,Sena statyba,Naujoji Vilnia,932.7911982779239
822," Naujoji Vilnia, Genių g., 2 kambarių butas",www.aruodas.lt/1-3013229,67000,49.94,6,2021-03-20,2021-04-07,1,2,5,5,1980,Blokinis,Centrinis,Įrengtas,Sena statyba,Naujoji Vilnia,1341.609931918302
823," Grigiškės, Vilniaus g., 2 kambarių butas",www.aruodas.lt/1-3013225,41900,38.62,12,2021-03-20,2021-03-24,1,2,5,5,1983,Mūrinis,Centrinis,Įrengtas,Sena statyba,Grigiškės,1084.9300880372864
824," Šeškinė, Laisvės pr., 3 kambarių butas",www.aruodas.lt/1-3013189,138000,85.72,7,2021-03-19,2021-03-20,1,3,3,5,1999,Mūrinis,Centrinis,Įrengtas,Sena statyba,Šeškinė,1609.8926738217453
825," Pašilaičiai, Budiniškių g., 3 kambarių butas",www.aruodas.lt/1-2955543,109700,51.78,49,2021-03-19,2021-03-22,1,3,5,6,2022,Mūrinis,Centrinis kolektorinis,Įrengtas,Nauja statyba,Pašilaičiai,2118.5786017767477
826," Pašilaičiai, Budiniškių g., 3 kambarių butas",www.aruodas.lt/1-2955549,99200,54.68,5,2021-03-19,2021-03-30,1,3,5,5,2022,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Pašilaičiai,1814.1916605705926
827," Pilaitė, Tvankstos g., 2 kambarių butas",www.aruodas.lt/1-3013105,93400,35.74,26,2021-03-19,2021-04-02,1,2,3,4,2018,Mūrinis,Centrinis kolektorinis,Įrengtas,Nauja statyba,Pilaitė,2613.318410744264
828," Pilaitė, Karaliaučiaus g., 2 kambarių butas",www.aruodas.lt/1-3013073,85700,50.14,9,2021-03-19,2021-03-19,1,2,6,8,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Pilaitė,1709.2142002393298
829," Pilaitė, Karaliaučiaus g., 2 kambarių butas",www.aruodas.lt/1-3013071,71000,42.74,17,2021-03-19,2021-03-19,1,2,1,8,2020,Monolitinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Pilaitė,1661.2072999532054
830," Pilaitė, Karaliaučiaus g., 2 kambarių butas",www.aruodas.lt/1-3013065,80200,48.1,6,2021-03-19,2021-03-19,1,2,3,8,2020,Monolitinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Pilaitė,1667.3596673596674
831," Pilaitė, Karaliaučiaus g., 3 kambarių butas",www.aruodas.lt/1-3013061,96000,59.06,7,2021-03-19,2021-03-19,1,3,1,8,2020,Monolitinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Pilaitė,1625.4656281747375
832," Pilaitė, Gilužio g., 3 kambarių butas",www.aruodas.lt/1-3013059,99400,60.56,16,2021-03-19,2021-03-19,1,3,5,8,2020,Monolitinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Pilaitė,1641.347424042272
833," Pilaitė, Karaliaučiaus g., 3 kambarių butas",www.aruodas.lt/1-3013053,89400,53.31,12,2021-03-19,2021-03-19,1,3,4,8,2020,Monolitinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Pilaitė,1676.9836803601575
834," Pilaitė, Karaliaučiaus g., 3 kambarių butas",www.aruodas.lt/1-3013051,93900,55.12,4,2021-03-19,2021-03-19,1,3,5,8,2020,Monolitinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Pilaitė,1703.55587808418
835," Senamiestis, Sodų g., 2 kambarių butas",www.aruodas.lt/1-3013031,125037,46.1,33,2021-03-19,2021-04-02,1,2,1,3,2020,Blokinis,Centrinis kolektorinis,Dalinė apdaila ,Nauja statyba,Senamiestis,2712.299349240781
836," Fabijoniškės, Ukmergės g., 3 kambarių butas",www.aruodas.lt/1-3013015,129000,78.48,10,2021-03-19,2021-03-19,1,3,5,8,2005,Mūrinis,Centrinis kolektorinis,Įrengtas,Sena statyba,Fabijoniškės,1643.7308868501527
838," Jeruzalė, Mykolo Sleževičiaus g., 2 kambarių butas",www.aruodas.lt/1-3012995,109900,46.85,35,2021-03-19,2021-03-22,1,2,2,6,2019,Mūrinis,Centrinis kolektorinis,Įrengtas,Nauja statyba,Jeruzalė,2345.7844183564566
839," Fabijoniškės, Mykolo Sleževičiaus g., 2 kambarių butas",www.aruodas.lt/1-3012993,109900,46.85,3,2021-03-19,2021-03-21,1,2,2,6,2019,Mūrinis,Centrinis kolektorinis,Įrengtas,Nauja statyba,Fabijoniškės,2345.7844183564566
840," Visoriai, Mykolo Sleževičiaus g., 2 kambarių butas",www.aruodas.lt/1-3012991,109900,46.85,13,2021-03-19,2021-04-07,1,2,2,6,2019,Mūrinis,Centrinis kolektorinis,Įrengtas,Nauja statyba,Visoriai,2345.7844183564566
841," Pilaitė, Įsruties g., 2 kambarių butas",www.aruodas.lt/1-2977377,118000,51.6,26,2021-03-19,2021-04-05,1,2,8,9,2012,Mūrinis,Centrinis kolektorinis,Įrengtas,Sena statyba,Pilaitė,2286.8217054263564
842," Viršuliškės, Laisvės pr., 3 kambarių butas",www.aruodas.lt/1-3006699,92000,69.33,29,2021-03-19,2021-04-06,1,3,3,5,1985,Monolitinis,Centrinis,Įrengtas,Sena statyba,Viršuliškės,1326.9868743689601
843," Šeškinė, Laisvės pr., 3 kambarių butas",www.aruodas.lt/1-3006697,92000,69.33,12,2021-03-03,2021-03-12,1,3,3,5,1985,Monolitinis,Centrinis,Įrengtas,Sena statyba,Šeškinė,1326.9868743689601
844," Pašilaičiai, Laisvės pr., 3 kambarių butas",www.aruodas.lt/1-3006695,92000,69.33,17,2021-03-03,2021-03-08,1,3,3,5,1985,Monolitinis,Centrinis,Įrengtas,Sena statyba,Pašilaičiai,1326.9868743689601
845," Fabijoniškės, Salomėjos Nėries g., 2 kambarių butas",www.aruodas.lt/1-3012831,79000,45.0,15,2021-03-18,2021-03-18,1,2,9,9,2006,Mūrinis,Centrinis kolektorinis,Įrengtas,Sena statyba,Fabijoniškės,1755.5555555555557
